Name	ItemGenre	DetailType	ParticularType	Image	ObjDrop	Width	Height	Descript	Series	Price	Level	Magic1	Min1	Max1	Magic2	Min2	Max2	Magic3	Min3	Max3	Magic4	Min4	Max4	Magic5	Min5	Max5	Magic6	Min6	Max6	Magic7	Min7	Max7	Require1	Data1	Require2	Data2	Require3	Data3	Require4	Data4	Require5	Data5	Require6	Data6	DefMagic1_0	DefMagic1_10	DefMagic2_0	DefMagic2_10	DefMagic3_0	DefMagic3_10	DefMagic4_0	DefMagic4_10	DefMagic5_0	DefMagic5_10	DefMagic6_0	DefMagic6_10	Group	NeedToActive1	NeedToActive2	SetId	ExpandMagic1	ExpandMagic2
§»ng Long V¹n Linh Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash18.spr	33	2	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Ngò §éc §ao Ph¸p mãn thø 5	4	99999	10	30	160	160	31	80	80																36	180	39	3																					301
§»ng Long V¹n Linh Hé Gi¸p	0	2	2	\spr\item\equip\armor\obj-ma-cloth09-3.spr	22	2	3	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Ngò §éc §ao Ph¸p mãn thø 6	0	99999	10	30	720	720	31	90	90																36	180	39	3																					301
§»ng Long V¹n Linh HuyÕt NhÉn	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Ngò §éc §ao Ph¸p mãn thø 7	2	99999	10	28	40	40	29	114	114	167	-30	-30	31	99	99										36	180	39	3																					301
§»ng Long V¹n Linh Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Ngò §éc §ao Ph¸p mãn thø 8	1	99999	10	30	160	160	31	80	80																36	180	39	3																					301
§»ng Long V¹n Linh Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist14.spr	36	1	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Ngò §éc §ao Ph¸p mãn thø 9	3	99999	10																						36	180	39	3																					301
§»ng Long V¹n Linh HuyÒn U Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Ngò §éc §ao Ph¸p mãn thø 10	4	99999	10																						36	180	39	3																					301
§»ng Long Hçn §én H¹ng LiÖm	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ §­êng M«n Phi §ao mãn thø 1	4	99999	10																						36	180	39	2																					302
§»ng Long Hçn §én Qu¸n	0	7	2	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ §­êng M«n Phi §ao mãn thø 2	0	99999	10	30	360	360	31	85	85																36	180	39	2																					302
§»ng Long Hçn §én Phi Hoa ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ §­êng M«n Phi §ao mãn thø 3	2	99999	10																						36	180	39	2																					302
§»ng Long Hçn §én Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ §­êng M«n Phi §ao mãn thø 4	1	99999	10	30	135	135	31	80	80																36	180	39	2																					302
§»ng Long Hçn §én TriÒn Yªu	0	6	0	\spr\item\equip\sash\obj-sash10.spr	32	2	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ §­êng M«n Phi §ao mãn thø 5	3	99999	10	30	160	160	31	80	80																36	180	39	2																					302
§»ng Long Hçn §én Gi¸p	0	2	3	\spr\item\equip\armor\obj-ma-cloth12-3.spr	22	2	3	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ §­êng M«n Phi §ao mãn thø 6	4	99999	10	30	720	720	31	90	90																36	180	39	2																					302
§»ng Long Hçn §én Phi §ao	0	1	1	\spr\item\equip\rangeweapon\obj-adart12.spr	15	1	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ §­êng M«n Phi §ao mãn thø 7	0	99999	10	28	44	44	29	100	100	167	-30	-30	31	99	99										36	180	39	2																					302
§»ng Long Hçn §én Lý	0	5	1	\spr\item\equip\boots\obj-shoes08.spr	26	2	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ §­êng M«n Phi §ao mãn thø 8	2	99999	10	30	160	160	31	80	80																36	180	39	2																					302
§»ng Long Hçn §én Béi	0	9	1	\spr\item\equip\waist\obj-waist12.spr	36	1	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ §­êng M«n Phi §ao mãn thø 9	1	99999	10																						36	180	39	2																					302
§»ng Long Hçn §én TrÝch DiÖp ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ §­êng M«n Phi §ao mãn thø 10	3	99999	10																						36	180	39	2																					302
§»ng Long ThÝ ThÇn H¹ng LiÖm	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ §­êng M«n Tô TiÔn mãn thø 1	4	99999	10																						36	180	39	2																					303
§»ng Long ThÝ ThÇn Qu¸n	0	7	2	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ §­êng M«n Tô TiÔn mãn thø 2	0	99999	10	30	360	360	31	85	85																36	180	39	2																					303
§»ng Long ThÝ ThÇn Linh Xµ ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ §­êng M«n Tô TiÔn mãn thø 3	2	99999	10																						36	180	39	2																					303
§»ng Long ThÝ ThÇn Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ §­êng M«n Tô TiÔn mãn thø 4	1	99999	10	30	135	135	31	80	80																36	180	39	2																					303
§»ng Long ThÝ ThÇn Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash09.spr	32	2	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ §­êng M«n Tô TiÔn mãn thø 5	3	99999	10	30	160	160	31	80	80																36	180	39	2																					303
§»ng Long ThÝ ThÇn Gi¸p Y	0	2	3	\spr\item\equip\armor\obj-ma-cloth12-3.spr	22	2	3	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ §­êng M«n Tô TiÔn mãn thø 6	4	99999	10	30	720	720	31	90	90																36	180	39	2																					303
§»ng Long ThÝ ThÇn TôTiÔn	0	1	2	\spr\item\equip\rangeweapon\obj-adart26.spr	17	2	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ §­êng M«n Tô TiÔn mãn thø 7	0	99999	10	28	46	46	29	102	102	167	-30	-30	31	99	99										36	180	39	2																					303
§»ng Long ThÝ ThÇn Lý	0	5	1	\Spr\item\equip\boots\obj-shoes07.spr	26	2	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ §­êng M«n Tô TiÔn mãn thø 8	2	99999	10	30	160	160	31	80	80																36	180	39	2																					303
§»ng Long ThÝ ThÇn Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist14.spr	36	1	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ §­êng M«n Tô TiÔn mãn thø 9	1	99999	10																						36	180	39	2																					303
§»ng Long ThÝ ThÇn Kim ThiÒm ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ §­êng M«n Tô TiÔn mãn thø 10	3	99999	10																						36	180	39	2																					303
§»ng Long Phong B¹o H¹ng LiÖm	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ §­êng M«n Phi Tiªu mãn thø 1	4	99999	10																						36	180	39	2																					304
§»ng Long Phong B¹o Ph¸t Qu¸n	0	7	2	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ §­êng M«n Phi Tiªu mãn thø 2	0	99999	10	30	360	360	31	85	85																36	180	39	2																					304
§»ng Long Phong B¹o NhiÕp Ph¸ch ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ §­êng M«n Phi Tiªu mãn thø 3	2	99999	10																						36	180	39	2																					304
§»ng Long Phong B¹o Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ §­êng M«n Phi Tiªu mãn thø 4	1	99999	10	30	135	135	31	80	80																36	180	39	2																					304
§»ng Long Phong B¹o Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash08.spr	32	2	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ §­êng M«n Phi Tiªu mãn thø 5	3	99999	10	30	160	160	31	80	80																36	180	39	2																					304
§»ng Long Phong B¹o Gi¸p Y	0	2	3	\spr\item\equip\armor\obj-ma-cloth12-3.spr	22	2	3	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ §­êng M«n Phi Tiªu mãn thø 6	4	99999	10	30	720	720	31	90	90																36	180	39	2																					304
§»ng Long Phong B¹o Phi Tiªu	0	1	0	\spr\item\equip\rangeweapon\obj-adart04.spr	15	1	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ §­êng M«n Phi Tiªu mãn thø 7	0	99999	10	28	42	42	29	98	98	167	-30	-30	31	99	99										36	180	39	2																					304
§»ng Long Phong B¹o Lý	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ §­êng M«n Phi Tiªu mãn thø 8	2	99999	10	30	160	160	31	80	80																36	180	39	2																					304
§»ng Long Phong B¹o Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist11.spr	34	1	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ §­êng M«n Phi Tiªu mãn thø 9	1	99999	10																						36	180	39	2																					304
§»ng Long Phong B¹o §o¹t Hån ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ §­êng M«n Phi Tiªu mãn thø 10	3	99999	10																						36	180	39	2																					304
§»ng Long Hµo T×nh H¹ng LiÖm	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ C¸i Bang Ch­ëng Ph¸p mãn thø 1	1	99999	10																						36	180	39	6																					305
§»ng Long Hµo T×nh §Çu Hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap18-3.spr	28	2	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ C¸i Bang Ch­ëng Ph¸p mãn thø 2	3	99999	10	30	360	360	31	85	85																36	180	39	6																					305
§»ng Long Hµo T×nh V¹n Tr­îng ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ C¸i Bang Ch­ëng Ph¸p mãn thø 3	4	99999	10																						36	180	39	6																					305
§»ng Long Hµo T×nh Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ C¸i Bang Ch­ëng Ph¸p mãn thø 4	0	99999	10	30	135	135	31	80	80																36	180	39	6																					305
§»ng Long Hµo T×nh Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash06.spr	32	2	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ C¸i Bang Ch­ëng Ph¸p mãn thø 5	2	99999	10	30	160	160	31	80	80																36	180	39	6																					305
§»ng Long Hµo T×nh C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth18-3.spr	22	2	3	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ C¸i Bang Ch­ëng Ph¸p mãn thø 6	1	99999	10	30	720	720	31	90	90																36	180	39	6																					305
§»ng Long Hµo T×nh TriÒn Thñ	0	0	6	\spr\item\equip\bangle\obj-bangle15.spr	9	1	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ C¸i Bang Ch­ëng Ph¸p mãn thø 7	3	99999	10	28	40	40	29	100	100	167	-30	-30	31	99	99										36	180	39	6																					305
§»ng Long Hµo T×nh Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ C¸i Bang Ch­ëng Ph¸p mãn thø 8	4	99999	10	30	160	160	31	80	80																36	180	39	6																					305
§»ng Long Hµo T×nh Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ C¸i Bang Ch­ëng Ph¸p mãn thø 9	0	99999	10																						36	180	39	6																					305
§»ng Long Hµo T×nh Thiªn Lý ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ C¸i Bang Ch­ëng Ph¸p mãn thø 10	2	99999	10																						36	180	39	6																					305
§»ng Long Tô NghÜa H¹ng LiÖm	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ C¸i Bang C«n Ph¸p mãn thø 1	0	99999	10																						36	180	39	6																					306
§»ng Long Tô NghÜa §Çu Hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap18-3.spr	28	2	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ C¸i Bang C«n Ph¸p mãn thø 2	2	99999	10	30	360	360	31	85	85																36	180	39	6																					306
§»ng Long Tô NghÜa Lôc Long Bµn ChØ	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ C¸i Bang C«n Ph¸p mãn thø 3	1	99999	10																						36	180	39	6																					306
§»ng Long Tô NghÜa Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ C¸i Bang C«n Ph¸p mãn thø 4	3	99999	10	30	135	135	31	80	80																36	180	39	6																					306
§»ng Long Tô NghÜa Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash05.spr	33	2	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ C¸i Bang C«n Ph¸p mãn thø 5	4	99999	10	30	160	160	31	80	80																36	180	39	6																					306
§»ng Long Tô NghÜa C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth18-3.spr	22	2	3	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ C¸i Bang C«n Ph¸p mãn thø 6	0	99999	10	30	720	720	31	90	90																36	180	39	6																					306
§»ng Long Tô NghÜa Tr­îng	0	0	2	\spr\item\equip\closeweapon\obj-staff13.spr	11	1	4	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ C¸i Bang C«n Ph¸p mãn thø 7	2	99999	10	28	69	69	29	128	128	167	-30	-30	31	99	99										36	180	39	6																					306
§»ng Long Tô NghÜa Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ C¸i Bang C«n Ph¸p mãn thø 8	1	99999	10	30	160	160	31	80	80																36	180	39	6																					306
§»ng Long Tô NghÜa Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ C¸i Bang C«n Ph¸p mãn thø 9	3	99999	10																						36	180	39	6																					306
§»ng Long Tô NghÜa Linh Th¹ch Bµn ChØ	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ C¸i Bang C«n Ph¸p mãn thø 10	4	99999	10																						36	180	39	6																					306
§»ng Long Viªm Hoµng H¹ng Khuyªn	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Thiªn NhÉn M©u Ph¸p mãn thø 1	0	99999	10																						36	180	39	7																					307
§»ng Long Viªm Hoµng Kh«i	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Thiªn NhÉn M©u Ph¸p mãn thø 2	2	99999	10	30	360	360	31	85	85																36	180	39	7																					307
§»ng Long Viªm Hoµng LiÖt DiÖm Bµn ChØ	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Thiªn NhÉn M©u Ph¸p mãn thø 3	1	99999	10																						36	180	39	7																					307
§»ng Long Viªm Hoµng Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Thiªn NhÉn M©u Ph¸p mãn thø 4	3	99999	10	30	135	135	31	80	80																36	180	39	7																					307
§»ng Long Viªm Hoµng Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash16.spr	33	2	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Thiªn NhÉn M©u Ph¸p mãn thø 5	4	99999	10	30	160	160	31	80	80																36	180	39	7																					307
§»ng Long Viªm Hoµng Gi¸p	0	2	16	\spr\item\equip\armor\obj-ma-cloth09-3.spr	23	2	3	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Thiªn NhÉn M©u Ph¸p mãn thø 6	0	99999	10	30	720	720	31	90	90																36	180	39	7																					307
§»ng Long Viªm Hoµng Th­¬ng	0	0	3	\spr\item\equip\closeweapon\obj-spear04.spr	12	1	4	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Thiªn NhÉn M©u Ph¸p mãn thø 7	2	99999	10	28	18	18	29	158	158	167	-30	-30	31	99	99										36	180	39	7																					307
§»ng Long Viªm Hoµng Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Thiªn NhÉn M©u Ph¸p mãn thø 8	1	99999	10	30	160	160	31	80	80																36	180	39	7																					307
§»ng Long Viªm Hoµng Béi	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Thiªn NhÉn M©u Ph¸p mãn thø 9	3	99999	10																						36	180	39	7																					307
§»ng Long Viªm Hoµng HuyÕt Thó Bµn CHØ	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Thiªn NhÉn M©u Ph¸p mãn thø 10	4	99999	10																						36	180	39	7																					307
§»ng Long PhÇn Thiªn H¹ng LiÖm	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Thiªn NhÉn §ao Ph¸p mãn thø 1	1	99999	10																						36	180	39	7																					308
§»ng Long PhÇn Thiªn Qu¸n MiÖn	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Thiªn NhÉn §ao Ph¸p mãn thø 2	3	99999	10	30	360	360	31	85	85																36	180	39	7																					308
§»ng Long PhÇn Thiªn Dung Nham ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Thiªn NhÉn §ao Ph¸p mãn thø 3	4	99999	10																						36	180	39	7																					308
§»ng Long PhÇn Thiªn Hé UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Thiªn NhÉn §ao Ph¸p mãn thø 4	0	99999	10	30	135	135	31	80	80																36	180	39	7																					308
§»ng Long PhÇn Thiªn Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Thiªn NhÉn §ao Ph¸p mãn thø 5	2	99999	10	30	160	160	31	80	80																36	180	39	7																					308
§»ng Long PhÇn Thiªn Gi¸p Y	0	2	16	\spr\item\equip\armor\obj-ma-cloth09-3.spr	23	2	3	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Thiªn NhÉn §ao Ph¸p mãn thø 6	1	99999	10	30	720	720	31	90	90																36	180	39	7																					308
§»ng Long PhÇn Thiªn B¶o §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Thiªn NhÉn §ao Ph¸p mãn thø 7	3	99999	10	28	40	40	29	100	100	167	-30	-30	31	99	99										36	180	39	7																					308
§»ng Long PhÇn Thiªn Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Thiªn NhÉn §ao Ph¸p mãn thø 8	4	99999	10	30	160	160	31	80	80																36	180	39	7																					308
§»ng Long PhÇn Thiªn Béi	0	9	1	\spr\item\equip\waist\obj-waist13.spr	34	1	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Thiªn NhÉn §ao Ph¸p mãn thø 9	0	99999	10																						36	180	39	7																					308
§»ng Long PhÇn Thiªn D­¬ng Viªm ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring03.spr	37	1	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Thiªn NhÉn §ao Ph¸p mãn thø 10	2	99999	10																						36	180	39	7																					308
§»ng Long Ngäc H­ Phï	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Vâ §ang Ch­ëng Ph¸p mãn thø 1	3	99999	10																						36	180	39	8																					309
§»ng Long Ngäc H­ Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap06-3.spr	28	2	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Vâ §ang Ch­ëng Ph¸p mãn thø 2	4	99999	10	30	360	360	31	85	85																36	180	39	8																					309
§»ng Long Ngäc H­ VÜnh Sinh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Vâ §ang Ch­ëng Ph¸p mãn thø 3	0	99999	10																						36	180	39	8																					309
§»ng Long Ngäc H­ Tô	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Vâ §ang Ch­ëng Ph¸p mãn thø 4	2	99999	10	30	135	135	31	80	80																36	180	39	8																					309
§»ng Long Ngäc H­ Ph¸p §¸i	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Vâ §ang Ch­ëng Ph¸p mãn thø 5	1	99999	10	30	160	160	31	80	80																36	180	39	8																					309
§»ng Long Ngäc H­ §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth06-3.spr	24	2	3	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Vâ §ang Ch­ëng Ph¸p mãn thø 6	3	99999	10	30	720	720	31	90	90																36	180	39	8																					309
§»ng Long Ngäc H­ ThÇn KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword22.spr	9	1	3	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Vâ §ang Ch­ëng Ph¸p mãn thø 7	4	99999	10	28	46	46	29	86	86	167	-30	-30	31	99	99										36	180	39	8																					309
§»ng Long Ngäc H­ Lý	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Vâ §ang Ch­ëng Ph¸p mãn thø 8	0	99999	10	30	160	160	31	80	80																36	180	39	8																					309
§»ng Long Ngäc H­ Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Vâ §ang Ch­ëng Ph¸p mãn thø 9	2	99999	10																						36	180	39	8																					309
§»ng Long Ngäc H­ §¹o Hµnh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Vâ §ang Ch­ëng Ph¸p mãn thø 10	1	99999	10																						36	180	39	8																					309
§»ng Long HuyÒn Thiªn Phï	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Vâ §ang KiÕm Ph¸p mãn thø 1	0	99999	10																						36	180	39	8																					310
§»ng Long HuyÒn Thiªn Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Vâ §ang KiÕm Ph¸p mãn thø 2	2	99999	10	30	360	360	31	85	85																36	180	39	8																					310
§»ng Long HuyÒn Thiªn H»ng Cöu Ph¸p Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Vâ §ang KiÕm Ph¸p mãn thø 3	1	99999	10																						36	180	39	8																					310
§»ng Long HuyÒn Thiªn Tô	0	8	1	\spr\item\equip\bangle\obj-bangle14.spr	34	1	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Vâ §ang KiÕm Ph¸p mãn thø 4	3	99999	10	30	135	135	31	80	80																36	180	39	8																					310
§»ng Long HuyÒn Thiªn Ph¸p §¸i	0	6	0	\spr\item\equip\sash\obj-sash10.spr	32	2	1	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Vâ §ang KiÕm Ph¸p mãn thø 5	4	99999	10	30	160	160	31	80	80																36	180	39	8																					310
§»ng Long HuyÒn Thiªn §¹o Bµo	0	2	1	\spr\item\equip\armor\obj-ma-cloth06-3.spr	24	2	3	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Vâ §ang KiÕm Ph¸p mãn thø 6	0	99999	10	30	720	720	31	90	90																36	180	39	8																					310
§»ng Long HuyÒn Thiªn ThÇn KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword24.spr	9	1	3	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Vâ §ang KiÕm Ph¸p mãn thø 7	2	99999	10	28	46	46	29	86	86	167	-30	-30	31	99	99										36	180	39	8																					310
§»ng Long HuyÒn Thiªn Lý	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Vâ §ang KiÕm Ph¸p mãn thø 8	1	99999	10	30	160	160	31	80	80																36	180	39	8																					310
§»ng Long HuyÒn Thiªn Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Trang bÞ HuyÒn Kim, §»ng Long bé trang bÞ Vâ §ang KiÕm Ph¸p mãn thø 9	3	99999	10																						36	180	39	8																					310
